airline,source,destination,duration,total_stops,additional_info,dep_time_hour,dep_time_min,dtoj_day,dtoj_month,dtoj_year,route_key,price
Spicejet,mumbai,hyderabad,85,0,no check-in baggage included,22,45,24,3,2019,"('mumbai', 'hyderabad')",2175
Multiple Carriers,delhi,cochin,630,1,no info,8,30,12,6,2019,"('delhi', 'cochin')",10877
Spicejet,chennai,kolkata,135,0,no info,8,20,27,3,2019,"('chennai', 'kolkata')",3384
Jet Airways,kolkata,banglore,585,1,in-flight meal not included,18,55,1,5,2019,"('kolkata', 'banglore')",8586
Jet Airways,banglore,delhi,175,0,in-flight meal not included,11,10,1,5,2019,"('banglore', 'delhi')",4030
Indigo,kolkata,banglore,155,0,no info,4,40,6,4,2019,"('kolkata', 'banglore')",4174
Jet Airways,banglore,delhi,175,0,no info,11,10,3,5,2019,"('banglore', 'delhi')",7229
Indigo,banglore,delhi,165,0,no info,6,5,27,5,2019,"('banglore', 'delhi')",4423
Spicejet,banglore,new delhi,475,1,no info,10,20,9,3,2019,"('banglore', 'new delhi')",7294
Indigo,delhi,cochin,275,1,no info,5,35,9,3,2019,"('delhi', 'cochin')",9476
Air India,mumbai,hyderabad,85,0,no info,15,0,1,3,2019,"('mumbai', 'hyderabad')",6092
Vistara,kolkata,banglore,355,1,no info,17,0,1,4,2019,"('kolkata', 'banglore')",8977
Vistara,delhi,cochin,175,0,no info,14,55,18,3,2019,"('delhi', 'cochin')",5586
Multiple Carriers,delhi,cochin,625,2,no info,15,5,12,6,2019,"('delhi', 'cochin')",15965
Indigo,banglore,delhi,170,0,no info,13,0,21,6,2019,"('banglore', 'delhi')",3943
Spicejet,kolkata,banglore,155,0,no check-in baggage included,6,55,6,5,2019,"('kolkata', 'banglore')",3841
Jet Airways,delhi,cochin,900,2,no info,13,25,27,5,2019,"('delhi', 'cochin')",16704
Indigo,banglore,delhi,165,0,no info,6,5,12,4,2019,"('banglore', 'delhi')",4990
Air India,delhi,cochin,1245,2,no info,10,55,15,6,2019,"('delhi', 'cochin')",11753
Spicejet,mumbai,hyderabad,90,0,no check-in baggage included,13,15,15,6,2019,"('mumbai', 'hyderabad')",1965
Indigo,delhi,cochin,570,1,no info,16,0,9,6,2019,"('delhi', 'cochin')",6316
Jet Airways,delhi,cochin,1045,2,no info,19,10,24,6,2019,"('delhi', 'cochin')",12819
Air Asia,banglore,delhi,165,0,no info,11,10,6,6,2019,"('banglore', 'delhi')",4483
Spicejet,mumbai,hyderabad,90,0,no info,13,15,3,5,2019,"('mumbai', 'hyderabad')",2017
Jet Airways,banglore,new delhi,1425,1,no info,11,40,6,3,2019,"('banglore', 'new delhi')",17261
Indigo,delhi,cochin,370,1,no info,16,10,3,3,2019,"('delhi', 'cochin')",11237
Indigo,banglore,new delhi,175,0,no info,18,25,15,3,2019,"('banglore', 'new delhi')",8855
Jet Airways,delhi,cochin,1125,2,no info,9,40,15,6,2019,"('delhi', 'cochin')",13014
Air India,delhi,cochin,640,1,no info,21,0,12,6,2019,"('delhi', 'cochin')",8372
Jet Airways,banglore,delhi,180,0,no info,19,50,21,6,2019,"('banglore', 'delhi')",8541
Air India,banglore,new delhi,1800,2,no info,17,25,12,3,2019,"('banglore', 'new delhi')",12725
Indigo,kolkata,banglore,165,0,no info,10,10,18,3,2019,"('kolkata', 'banglore')",4462
Air India,kolkata,banglore,1700,1,no info,16,45,18,5,2019,"('kolkata', 'banglore')",7872
Jet Airways,banglore,delhi,175,0,in-flight meal not included,15,15,15,5,2019,"('banglore', 'delhi')",3502
Indigo,banglore,new delhi,295,1,no info,16,55,9,3,2019,"('banglore', 'new delhi')",4259
Indigo,chennai,kolkata,145,0,no info,11,35,9,3,2019,"('chennai', 'kolkata')",6297
Vistara,kolkata,banglore,1550,1,no info,17,0,18,5,2019,"('kolkata', 'banglore')",9555
Jet Airways,banglore,delhi,185,0,in-flight meal not included,18,55,18,5,2019,"('banglore', 'delhi')",5198
Air India,delhi,cochin,675,1,no info,8,0,27,3,2019,"('delhi', 'cochin')",7199
Spicejet,kolkata,banglore,155,0,no info,6,55,18,5,2019,"('kolkata', 'banglore')",3873
Spicejet,banglore,delhi,170,0,no info,9,30,6,4,2019,"('banglore', 'delhi')",4423
Indigo,banglore,delhi,165,0,no info,6,5,24,4,2019,"('banglore', 'delhi')",4423
Jet Airways,kolkata,banglore,400,1,in-flight meal not included,14,5,12,5,2019,"('kolkata', 'banglore')",10844
Jet Airways,banglore,new delhi,875,1,no info,5,45,12,3,2019,"('banglore', 'new delhi')",13817
Indigo,kolkata,banglore,165,0,no info,20,25,3,6,2019,"('kolkata', 'banglore')",4804
Indigo,mumbai,hyderabad,90,0,no info,9,10,21,6,2019,"('mumbai', 'hyderabad')",5755
Multiple Carriers,delhi,cochin,835,1,no info,7,5,6,6,2019,"('delhi', 'cochin')",13587
Indigo,banglore,delhi,170,0,no info,20,0,24,5,2019,"('banglore', 'delhi')",4823
Indigo,banglore,delhi,165,0,no info,6,5,21,4,2019,"('banglore', 'delhi')",4423
Multiple Carriers,delhi,cochin,480,1,no info,13,0,21,3,2019,"('delhi', 'cochin')",13062
Jet Airways,kolkata,banglore,505,1,no info,9,35,12,5,2019,"('kolkata', 'banglore')",14151
Jet Airways,banglore,delhi,180,0,in-flight meal not included,17,45,6,5,2019,"('banglore', 'delhi')",4030
Jet Airways,delhi,cochin,1775,2,no info,13,25,21,5,2019,"('delhi', 'cochin')",15129
Jet Airways,delhi,cochin,300,1,no info,14,0,21,5,2019,"('delhi', 'cochin')",16079
Spicejet,chennai,kolkata,135,0,no info,9,45,9,6,2019,"('chennai', 'kolkata')",3597
Vistara,kolkata,banglore,975,1,no info,7,10,12,6,2019,"('kolkata', 'banglore')",8610
Jet Airways,kolkata,banglore,435,1,in-flight meal not included,10,20,15,5,2019,"('kolkata', 'banglore')",5608
Jet Airways,banglore,delhi,180,0,no info,7,10,27,6,2019,"('banglore', 'delhi')",8016
Multiple Carriers,delhi,cochin,395,1,no info,6,0,15,5,2019,"('delhi', 'cochin')",9794
Jet Airways,delhi,cochin,1620,2,no info,9,35,27,6,2019,"('delhi', 'cochin')",13292
Indigo,banglore,delhi,170,0,no info,4,0,3,5,2019,"('banglore', 'delhi')",3943
Vistara,banglore,delhi,170,0,no info,11,30,9,4,2019,"('banglore', 'delhi')",5403
Indigo,delhi,cochin,195,0,no info,14,20,1,4,2019,"('delhi', 'cochin')",4729
Jet Airways,delhi,cochin,1225,1,in-flight meal not included,8,0,12,6,2019,"('delhi', 'cochin')",10577
Jet Airways,kolkata,banglore,575,1,in-flight meal not included,9,35,6,6,2019,"('kolkata', 'banglore')",13469
Jet Airways,delhi,cochin,440,1,no info,11,30,21,3,2019,"('delhi', 'cochin')",13244
Jet Airways,mumbai,hyderabad,1260,2,no info,19,50,6,3,2019,"('mumbai', 'hyderabad')",24210
Jet Airways,delhi,cochin,600,1,no info,9,0,27,6,2019,"('delhi', 'cochin')",14714
Jet Airways,banglore,new delhi,920,1,no info,16,55,12,3,2019,"('banglore', 'new delhi')",13817
Spicejet,kolkata,banglore,150,0,no info,17,10,24,5,2019,"('kolkata', 'banglore')",4174
Air Asia,banglore,delhi,165,0,no info,11,10,21,5,2019,"('banglore', 'delhi')",3383
Air India,delhi,cochin,765,1,no info,20,40,18,5,2019,"('delhi', 'cochin')",7480
Jet Airways,mumbai,hyderabad,85,0,no info,7,5,6,5,2019,"('mumbai', 'hyderabad')",8040
Air India,delhi,cochin,170,0,no info,5,10,21,6,2019,"('delhi', 'cochin')",5201
Air India,delhi,cochin,375,1,no info,13,0,15,5,2019,"('delhi', 'cochin')",8372
Jet Airways,delhi,cochin,1110,1,no info,9,55,6,3,2019,"('delhi', 'cochin')",15764
Jet Airways,kolkata,banglore,425,1,in-flight meal not included,16,30,18,5,2019,"('kolkata', 'banglore')",10844
Spicejet,chennai,kolkata,135,0,no info,8,20,6,5,2019,"('chennai', 'kolkata')",3911
Indigo,banglore,delhi,175,0,no info,0,30,27,4,2019,"('banglore', 'delhi')",4591
Jet Airways,mumbai,hyderabad,90,0,no info,10,20,1,4,2019,"('mumbai', 'hyderabad')",8040
Air India,banglore,new delhi,240,1,no info,8,15,3,3,2019,"('banglore', 'new delhi')",6273
Jet Airways,kolkata,banglore,740,1,in-flight meal not included,8,25,21,5,2019,"('kolkata', 'banglore')",10844
Indigo,kolkata,banglore,165,0,no info,22,10,18,3,2019,"('kolkata', 'banglore')",4148
Spicejet,chennai,kolkata,140,0,no check-in baggage included,17,45,27,5,2019,"('chennai', 'kolkata')",3543
Jet Airways,banglore,delhi,185,0,no info,18,55,15,6,2019,"('banglore', 'delhi')",8016
Jet Airways,kolkata,banglore,1075,1,no info,17,0,6,5,2019,"('kolkata', 'banglore')",13067
Multiple Carriers,delhi,cochin,725,1,no info,8,55,27,3,2019,"('delhi', 'cochin')",8055
Multiple Carriers,delhi,cochin,750,1,no info,13,0,12,6,2019,"('delhi', 'cochin')",7198
Jet Airways,kolkata,banglore,685,1,no info,8,25,6,6,2019,"('kolkata', 'banglore')",14571
Jet Airways,delhi,cochin,660,1,in-flight meal not included,8,0,15,6,2019,"('delhi', 'cochin')",10262
Indigo,chennai,kolkata,140,0,no info,7,55,3,3,2019,"('chennai', 'kolkata')",7295
Jet Airways,banglore,new delhi,280,1,in-flight meal not included,9,45,21,3,2019,"('banglore', 'new delhi')",7280
Jet Airways,kolkata,banglore,505,1,no info,9,35,24,5,2019,"('kolkata', 'banglore')",14151
Indigo,chennai,kolkata,140,0,no info,13,15,1,6,2019,"('chennai', 'kolkata')",3597
Jet Airways,delhi,cochin,655,1,in-flight meal not included,17,30,3,6,2019,"('delhi', 'cochin')",10262
Vistara,chennai,kolkata,135,0,no info,7,5,27,5,2019,"('chennai', 'kolkata')",3687
Indigo,delhi,cochin,750,1,no info,8,30,1,6,2019,"('delhi', 'cochin')",6416
Air India,delhi,cochin,1275,2,no info,22,0,3,3,2019,"('delhi', 'cochin')",22096
Indigo,mumbai,hyderabad,90,0,no info,1,40,12,6,2019,"('mumbai', 'hyderabad')",2754
Air India,kolkata,banglore,1035,2,no info,20,30,15,5,2019,"('kolkata', 'banglore')",16057
Jet Airways,kolkata,banglore,1695,1,in-flight meal not included,16,30,12,5,2019,"('kolkata', 'banglore')",10844
Air Asia,delhi,cochin,340,1,no info,16,45,9,6,2019,"('delhi', 'cochin')",13470
Multiple Carriers,delhi,cochin,470,1,no info,11,25,15,6,2019,"('delhi', 'cochin')",8614
Air India,banglore,new delhi,1375,2,no info,17,25,12,3,2019,"('banglore', 'new delhi')",12778
Jet Airways,banglore,new delhi,380,1,no info,8,55,6,3,2019,"('banglore', 'new delhi')",19225
Indigo,kolkata,banglore,290,1,no info,8,10,1,4,2019,"('kolkata', 'banglore')",5069
Air India,banglore,delhi,165,0,no info,10,0,21,6,2019,"('banglore', 'delhi')",6961
Spicejet,kolkata,banglore,155,0,no info,6,55,18,4,2019,"('kolkata', 'banglore')",3873
Indigo,kolkata,banglore,155,0,no info,15,30,9,4,2019,"('kolkata', 'banglore')",4174
Jet Airways,delhi,cochin,715,1,no info,7,5,18,5,2019,"('delhi', 'cochin')",15554
Spicejet,kolkata,banglore,140,0,no info,22,20,15,4,2019,"('kolkata', 'banglore')",3873
Indigo,banglore,delhi,170,0,no info,20,0,18,5,2019,"('banglore', 'delhi')",4823
Air India,kolkata,banglore,725,2,no info,8,20,9,5,2019,"('kolkata', 'banglore')",11432
Goair,banglore,delhi,165,0,no info,20,55,1,4,2019,"('banglore', 'delhi')",4239
Jet Airways,delhi,cochin,195,0,in-flight meal not included,11,0,1,6,2019,"('delhi', 'cochin')",7202
Indigo,delhi,cochin,195,0,no info,5,35,12,6,2019,"('delhi', 'cochin')",5601
Indigo,delhi,cochin,780,1,no info,11,55,21,5,2019,"('delhi', 'cochin')",6282
Multiple Carriers,delhi,cochin,455,1,no info,11,40,15,6,2019,"('delhi', 'cochin')",9526
Spicejet,banglore,delhi,170,0,no check-in baggage included,9,30,27,4,2019,"('banglore', 'delhi')",4885
Indigo,banglore,new delhi,260,1,no info,16,15,15,3,2019,"('banglore', 'new delhi')",5607
Air India,mumbai,hyderabad,75,0,no info,19,30,6,5,2019,"('mumbai', 'hyderabad')",3100
Jet Airways,kolkata,banglore,1265,1,no info,21,10,9,6,2019,"('kolkata', 'banglore')",14571
Indigo,banglore,delhi,175,0,no info,7,10,21,5,2019,"('banglore', 'delhi')",4823
Spicejet,chennai,kolkata,140,0,no info,17,45,12,3,2019,"('chennai', 'kolkata')",6300
Jet Airways,kolkata,banglore,1330,1,in-flight meal not included,6,30,1,4,2019,"('kolkata', 'banglore')",7064
Indigo,banglore,delhi,165,0,no info,1,30,27,4,2019,"('banglore', 'delhi')",4591
Jet Airways,delhi,cochin,1140,2,no info,9,25,6,6,2019,"('delhi', 'cochin')",13882
Jet Airways,delhi,cochin,600,2,no info,18,25,6,6,2019,"('delhi', 'cochin')",14237
Indigo,delhi,cochin,895,1,no info,10,35,27,5,2019,"('delhi', 'cochin')",6104
Indigo,banglore,delhi,180,0,no info,16,55,1,5,2019,"('banglore', 'delhi')",4823
Jet Airways,banglore,new delhi,365,1,no info,18,40,1,3,2019,"('banglore', 'new delhi')",35185
Multiple Carriers,delhi,cochin,620,1,no info,15,15,6,3,2019,"('delhi', 'cochin')",15147
Jet Airways,delhi,cochin,1100,1,in-flight meal not included,18,15,15,6,2019,"('delhi', 'cochin')",10262
Multiple Carriers,delhi,cochin,480,1,no info,13,0,9,6,2019,"('delhi', 'cochin')",7408
Air India,banglore,new delhi,745,1,no info,10,30,3,3,2019,"('banglore', 'new delhi')",11003
Spicejet,mumbai,hyderabad,90,0,no check-in baggage included,22,45,9,6,2019,"('mumbai', 'hyderabad')",1965
Jet Airways,delhi,cochin,1025,2,in-flight meal not included,19,30,12,6,2019,"('delhi', 'cochin')",10368
Jet Airways,mumbai,hyderabad,90,0,in-flight meal not included,2,55,24,3,2019,"('mumbai', 'hyderabad')",2071
Jet Airways,delhi,cochin,1210,1,no info,22,50,12,6,2019,"('delhi', 'cochin')",14714
Air India,banglore,new delhi,1490,1,no info,10,30,1,3,2019,"('banglore', 'new delhi')",11528
Multiple Carriers,delhi,cochin,730,1,in-flight meal not included,7,5,21,5,2019,"('delhi', 'cochin')",10711
Jet Airways,delhi,cochin,1415,1,in-flight meal not included,13,0,27,6,2019,"('delhi', 'cochin')",10262
Jet Airways,kolkata,banglore,365,1,in-flight meal not included,16,30,12,6,2019,"('kolkata', 'banglore')",9899
Air India,kolkata,banglore,1555,2,no info,9,10,3,4,2019,"('kolkata', 'banglore')",4647
Indigo,delhi,cochin,295,1,no info,5,10,15,5,2019,"('delhi', 'cochin')",6496
Jet Airways,delhi,cochin,1395,1,in-flight meal not included,19,45,6,6,2019,"('delhi', 'cochin')",10262
Air India,delhi,cochin,180,0,no info,14,10,12,6,2019,"('delhi', 'cochin')",5201
Indigo,delhi,cochin,195,0,no info,5,35,9,5,2019,"('delhi', 'cochin')",5000
Indigo,kolkata,banglore,165,0,no info,9,35,9,6,2019,"('kolkata', 'banglore')",4804
Multiple Carriers,delhi,cochin,835,3,no info,11,35,15,5,2019,"('delhi', 'cochin')",16294
Spicejet,banglore,delhi,175,0,no check-in baggage included,21,10,9,6,2019,"('banglore', 'delhi')",3919
Air India,delhi,cochin,1255,1,no info,12,30,21,5,2019,"('delhi', 'cochin')",7480
Jet Airways,delhi,cochin,745,1,no info,16,0,27,3,2019,"('delhi', 'cochin')",12242
Air India,kolkata,banglore,1515,1,no info,12,0,12,5,2019,"('kolkata', 'banglore')",6612
Indigo,chennai,kolkata,135,0,no info,13,20,15,3,2019,"('chennai', 'kolkata')",6297
Air India,delhi,cochin,315,1,no info,17,45,9,3,2019,"('delhi', 'cochin')",9064
Indigo,chennai,kolkata,140,0,no info,7,55,24,5,2019,"('chennai', 'kolkata')",3850
Jet Airways,banglore,delhi,180,0,no info,8,20,1,5,2019,"('banglore', 'delhi')",7229
Jet Airways,mumbai,hyderabad,90,0,in-flight meal not included,19,35,27,3,2019,"('mumbai', 'hyderabad')",2071
Spicejet,kolkata,banglore,150,0,no info,17,10,18,5,2019,"('kolkata', 'banglore')",4174
Air India,delhi,cochin,170,0,no info,5,10,27,5,2019,"('delhi', 'cochin')",6094
Jet Airways,delhi,cochin,1270,1,in-flight meal not included,21,50,24,6,2019,"('delhi', 'cochin')",10262
Jet Airways,delhi,cochin,1355,1,in-flight meal not included,14,0,18,5,2019,"('delhi', 'cochin')",12373
Indigo,banglore,delhi,170,0,no info,22,10,27,5,2019,"('banglore', 'delhi')",3749
Spicejet,chennai,kolkata,135,0,no info,8,20,24,6,2019,"('chennai', 'kolkata')",3597
Multiple Carriers,delhi,cochin,690,1,no info,7,30,3,6,2019,"('delhi', 'cochin')",10877
Jet Airways,kolkata,banglore,585,1,no info,18,55,6,6,2019,"('kolkata', 'banglore')",13374
Jet Airways,mumbai,hyderabad,90,0,in-flight meal not included,10,20,1,4,2019,"('mumbai', 'hyderabad')",3205
Multiple Carriers,delhi,cochin,835,1,no info,7,5,6,3,2019,"('delhi', 'cochin')",17267
Jet Airways,kolkata,banglore,1365,1,no info,20,25,12,5,2019,"('kolkata', 'banglore')",13067
Indigo,delhi,cochin,575,1,no info,11,25,15,5,2019,"('delhi', 'cochin')",6979
Jet Airways,kolkata,banglore,1285,1,in-flight meal not included,17,0,6,6,2019,"('kolkata', 'banglore')",10539
Indigo,kolkata,banglore,240,1,no info,6,20,21,5,2019,"('kolkata', 'banglore')",4226
Indigo,delhi,cochin,630,1,no info,15,0,3,6,2019,"('delhi', 'cochin')",6104
Multiple Carriers,delhi,cochin,780,1,no info,8,0,6,6,2019,"('delhi', 'cochin')",13587
Jet Airways,delhi,cochin,520,1,no info,19,45,6,6,2019,"('delhi', 'cochin')",14714
Air India,kolkata,banglore,150,0,no info,14,15,15,3,2019,"('kolkata', 'banglore')",5170
Indigo,chennai,kolkata,140,0,no info,7,55,6,5,2019,"('chennai', 'kolkata')",3850
Jet Airways,delhi,cochin,395,1,in-flight meal not included,21,50,12,6,2019,"('delhi', 'cochin')",10262
Air India,kolkata,banglore,1625,2,no info,5,50,12,5,2019,"('kolkata', 'banglore')",11411
Jet Airways,kolkata,banglore,1450,1,no info,9,35,6,6,2019,"('kolkata', 'banglore')",12692
Air India,kolkata,banglore,155,0,no info,20,45,12,3,2019,"('kolkata', 'banglore')",4435
Air Asia,kolkata,banglore,150,0,no info,22,50,12,5,2019,"('kolkata', 'banglore')",4409
Jet Airways,mumbai,hyderabad,85,0,in-flight meal not included,7,5,9,5,2019,"('mumbai', 'hyderabad')",4995
Spicejet,banglore,delhi,160,0,no check-in baggage included,5,55,21,5,2019,"('banglore', 'delhi')",3257
Multiple Carriers,delhi,cochin,780,1,no info,6,0,3,6,2019,"('delhi', 'cochin')",13259
Jet Airways,delhi,cochin,995,1,no info,2,15,6,3,2019,"('delhi', 'cochin')",17024
Jet Airways,kolkata,banglore,365,1,no info,16,30,9,5,2019,"('kolkata', 'banglore')",14781
Air Asia,kolkata,banglore,215,1,no info,19,55,9,5,2019,"('kolkata', 'banglore')",5162
Jet Airways,banglore,delhi,185,0,no info,18,55,12,6,2019,"('banglore', 'delhi')",8016
Jet Airways,delhi,cochin,600,1,in-flight meal not included,9,0,27,5,2019,"('delhi', 'cochin')",10675
Jet Airways,delhi,cochin,620,1,no info,2,15,6,6,2019,"('delhi', 'cochin')",14714
Air India,delhi,cochin,1590,1,no info,20,30,6,3,2019,"('delhi', 'cochin')",8854
Jet Airways,delhi,cochin,440,2,no info,11,40,3,6,2019,"('delhi', 'cochin')",18804
Jet Airways,kolkata,banglore,345,1,in-flight meal not included,14,5,12,6,2019,"('kolkata', 'banglore')",9899
Multiple Carriers,delhi,cochin,640,1,no info,10,20,21,5,2019,"('delhi', 'cochin')",7485
Jet Airways,kolkata,banglore,1285,1,no info,17,0,24,5,2019,"('kolkata', 'banglore')",12121
Jet Airways,delhi,cochin,805,1,in-flight meal not included,15,0,18,5,2019,"('delhi', 'cochin')",12373
Indigo,chennai,kolkata,140,0,no info,19,35,21,3,2019,"('chennai', 'kolkata')",3384
Jet Airways,delhi,cochin,450,1,no info,20,55,27,5,2019,"('delhi', 'cochin')",16079
Spicejet,chennai,kolkata,135,0,no info,8,20,24,3,2019,"('chennai', 'kolkata')",3859
Goair,banglore,delhi,165,0,no info,20,55,9,6,2019,"('banglore', 'delhi')",3898
Jet Airways,banglore,new delhi,965,1,in-flight meal not included,16,55,18,3,2019,"('banglore', 'new delhi')",11087
Air India,kolkata,banglore,1615,1,no info,17,30,9,6,2019,"('kolkata', 'banglore')",10413
Air Asia,banglore,new delhi,165,0,no info,23,25,9,3,2019,"('banglore', 'new delhi')",4482
Jet Airways,kolkata,banglore,775,1,in-flight meal not included,21,10,18,5,2019,"('kolkata', 'banglore')",8586
Jet Airways,banglore,delhi,185,0,no info,18,55,3,6,2019,"('banglore', 'delhi')",8016
Air India,delhi,cochin,1305,2,no info,21,30,3,3,2019,"('delhi', 'cochin')",12497
Vistara,banglore,delhi,170,0,no info,11,30,27,4,2019,"('banglore', 'delhi')",5403
Multiple Carriers,delhi,cochin,780,1,no info,8,0,18,5,2019,"('delhi', 'cochin')",13727
Jet Airways,kolkata,banglore,800,1,no info,20,0,18,5,2019,"('kolkata', 'banglore')",14781
Jet Airways,delhi,cochin,1375,2,no info,5,30,9,6,2019,"('delhi', 'cochin')",13014
Multiple Carriers,delhi,cochin,615,1,no info,8,45,15,5,2019,"('delhi', 'cochin')",9794
Jet Airways,delhi,cochin,1250,1,no info,22,0,21,3,2019,"('delhi', 'cochin')",12242
Jet Airways,banglore,new delhi,1265,1,no info,8,0,6,3,2019,"('banglore', 'new delhi')",14815
Jet Airways,delhi,cochin,1620,1,in-flight meal not included,16,0,27,6,2019,"('delhi', 'cochin')",10262
Air India,kolkata,banglore,625,1,no info,10,0,24,5,2019,"('kolkata', 'banglore')",10413
Air India,kolkata,banglore,1165,2,no info,10,0,18,5,2019,"('kolkata', 'banglore')",14109
Jet Airways,kolkata,banglore,340,1,in-flight meal not included,16,55,24,3,2019,"('kolkata', 'banglore')",11134
Jet Airways,kolkata,banglore,590,1,no info,6,30,1,5,2019,"('kolkata', 'banglore')",14781
Multiple Carriers,delhi,cochin,465,1,in-flight meal not included,11,30,6,3,2019,"('delhi', 'cochin')",15342
Air India,delhi,cochin,1580,2,no info,16,55,12,6,2019,"('delhi', 'cochin')",13381
Jet Airways,kolkata,banglore,740,1,no info,8,25,1,4,2019,"('kolkata', 'banglore')",12681
Jet Airways,delhi,cochin,1050,1,in-flight meal not included,2,15,9,3,2019,"('delhi', 'cochin')",13843
Indigo,banglore,new delhi,170,0,no info,4,0,21,3,2019,"('banglore', 'new delhi')",4777
Multiple Carriers,delhi,cochin,840,1,no info,7,0,21,3,2019,"('delhi', 'cochin')",7618
Jet Airways,kolkata,banglore,735,1,in-flight meal not included,20,0,21,5,2019,"('kolkata', 'banglore')",10844
Jet Airways,delhi,cochin,1425,1,in-flight meal not included,19,15,24,6,2019,"('delhi', 'cochin')",10262
Air India,banglore,delhi,170,0,no info,21,5,1,6,2019,"('banglore', 'delhi')",5228
Vistara,mumbai,hyderabad,480,1,no info,8,45,6,3,2019,"('mumbai', 'hyderabad')",12395
Jet Airways,banglore,new delhi,1035,1,no info,22,55,12,3,2019,"('banglore', 'new delhi')",13817
Multiple Carriers,delhi,cochin,570,1,in-flight meal not included,11,30,27,5,2019,"('delhi', 'cochin')",6943
